customer_id,ownership,activation_plan_code,mnp_flag,calls_incoming_cnt,calls_outgoing_cnt,calls_incoming_duration,calls_outgoing_duration,total_call_count,total_sum_duration,tot_usage_mb,upload_usage_mb,download_usage_mb,days_since_latch,cnt_open_qrc,avg_days_to_close,cnt_call_drops,pcnt_dropped_calls,rsrp_voice_pcnt_poor_duration,rsrp_data_pcnt_poor_duration,mean_cqi_voice_pcnt_poor_duration,sinr_voice_pcnt_poor_duration,sinr_data_pcnt_poor_duration,age_on_network,cnt_connections,current_plan_code,cnt_recharges_made,total_payment_made,cnt_main_plans_taken,total_main_plans_mrp,cnt_addon_plans_taken,total_addon_plans_mrp,cnt_rchg_offline,cnt_rchg_online,cnt_rchg_on_or_before_expiry,cnt_rchg_after_expiry,current_active_plan_mrp,current_active_plan_validity,last_cycle_plan_mrp,last_cycle_plan_validity,avg_days_bw_rchg_and_expiry,stddev_days_bw_rchg_and_expiry,price_per_day,gb_per_day_quota,pcnt_quota_used,device_avg_asp,recharge_delay
10227,individual,4,0,10.0,17.0,12.129346130863482,26.74089630781338,27.0,38.87024243867686,5497.402394352415,1261.5718116260052,4235.83058272641,2,3,8,0.6529144060129525,2.4182015037516758,61.481156780654196,68.67885625203505,19.668454573356076,86.37942966545995,98.02590951708947,497,6,8,51,12838.368462644725,19,4782.921584122544,32,8055.446878522181,25,26,30.0,21.0,2999,700,300,90,-1.4000316957856942,2.256510703765465,4.284285714285715,4.0,4.4737975214456505,less_10K,1.247004484424986
10228,individual,7,0,118.0,122.0,213.4529830137694,205.52558186729158,240.0,418.97856488106095,11839.810726135029,774.1196521005024,11065.691074034527,10,6,9,9.549256706667549,3.978856961111479,37.380755605071016,41.75698173592186,61.643055569239145,4.41091611520641,5.005636940082625,604,8,6,62,15607.428327136724,37,9314.11045329127,25,6293.3178738454535,31,31,45.0,17.0,300,90,999,180,-0.701981339999072,1.0602439349477963,3.3333333333333335,1.5,25.694033693869418,30K_to_50K,-8.150470919410019
10229,individual,3,0,29.0,37.0,31.0799825994941,68.33262701878976,66.0,99.41260961828387,3829.077314951966,2191.388678576294,1637.688636375672,3,4,7,3.3016517208758707,5.002502607387683,56.73060720724909,63.37215207868875,17.91092398219608,60.02119023145099,68.1138065569896,290,4,3,31,7803.714163568362,22,5538.119728983998,9,2265.5944345843636,15,16,6.0,25.0,500,120,128,28,0.3789725900948543,0.9157246544288289,4.166666666666667,2.0,6.232222192304632,20K_to_30K,5.306096979926422
10230,individual,5,0,44.0,30.0,52.93731818894671,43.67879882357046,74.0,96.61611701251718,3812.0361903969656,591.1667374699747,3220.869452926991,3,1,11,2.00282357762899,2.7065183481472843,8.034004517161923,8.974558551832324,39.89290150759292,81.57456194327082,92.57320474234109,481,8,5,50,12586.635747690905,12,3020.7925794458174,38,9565.843168245088,25,25,43.0,7.0,99,15,99,15,-0.68332789572001,0.10387134077088578,6.6,0.5,24.817943947896914,10K_to_20K,-5.9603977752203425
10231,corporate,6,0,35.0,143.0,57.748646408960866,157.733248066852,178.0,215.48189447581288,15492.739437567043,1730.0102614842713,13762.729176082772,8,4,12,11.045877778417532,6.205549313717715,7.337645600314135,8.196675758887528,1.0802889978710373,16.180687795753233,18.36231894484267,350,2,6,37,9314.11045329127,25,6293.317873845453,12,3020.792579445818,18,19,25.0,12.0,1500,365,300,90,-2.9678535502056103,4.014091396889727,4.109589041095891,3.0,16.810698174443406,30K_to_50K,-4.060341236313348
10232,individual,5,0,31.0,7.0,58.88142733934285,9.499985134776898,38.0,68.38141247411974,14537.08785512537,1650.8779537543498,12886.20990137102,1,2,10,1.4913446014632856,3.9245910564823308,89.16460395650049,99.6032498175935,56.53115815533859,43.859944023353854,49.7735504958662,434,7,8,45,11327.972172921814,31,7803.714163568362,14,3524.2580093534525,22,23,16.0,29.0,999,180,99,15,0.17970126501730332,5.932303203907632,5.55,3.0,15.773749842800965,50K_above,4.948893019867037
10233,individual,5,0,4.0,231.0,6.594248183515243,256.3582572998625,235.0,262.9525054833777,11638.311317230866,2817.7048295103027,8820.606487720563,10,2,7,3.939882806445279,1.6765458750830975,5.233370970141537,5.84605025982563,86.54636114037281,65.30901342023955,74.11458335598047,415,4,5,43,10824.506743014179,25,6293.317873845453,18,4531.188869168726,21,22,9.0,34.0,1500,365,500,120,1.0039575732303934,3.102455678319084,4.109589041095891,3.0,12.628375995259185,20K_to_30K,5.675407921392224
10234,individual,5,0,16.0,90.0,22.31438019584209,129.6000734103153,106.0,151.9144536061574,1271.8975391123595,867.6953768477641,404.2021622645954,5,3,8,1.5035189503800637,1.4184141041321356,71.67019524327522,80.06074209418622,21.13829719462733,25.515600268713833,28.955851328285654,243,1,10,26,6545.050588799271,8,2013.861719630545,18,4531.188869168726,13,13,0.0,26.0,99,15,500,120,-1.6010787511357776,2.3513800313336417,6.6,0.5,8.280582936929424,20K_to_30K,4.103618119056662
10235,individual,4,0,111.0,7.0,170.91121255048884,10.5795881502374,118.0,181.49080070072625,2241.162976935587,332.318318119328,1908.8446588162587,5,5,5,2.38491177426607,2.021111673106839,20.067208903389307,22.416509835239427,32.45042452404866,53.9475162516307,61.221223238391545,448,2,3,47,11831.437602829452,27,6796.783303753089,20,5034.654299076363,23,24,2.0,45.0,2999,700,300,90,-0.8990933372711349,1.6268878834517333,4.284285714285715,4.0,1.8238630997197158,less_10K,-2.3752489640642986
10236,individual,10,0,16.0,48.0,20.566813536994914,55.60536084282202,64.0,76.17217437981694,14817.454979965756,959.7207425427225,13857.734237423034,3,7,14,2.6215148323630597,4.096116925567281,77.06866459835896,86.09121907661473,68.900302849627,76.59336095091257,86.92039180233397,494,1,8,51,12838.368462644725,12,3020.7925794458174,39,9817.575883198908,25,26,5.0,46.0,1500,365,500,120,-9.147425414122594,0.8022703962407307,4.109589041095891,3.0,16.07796764319201,10K_to_20K,3.753618718890017
10237,individual,7,0,26.0,26.0,41.6503221822094,48.2988899335558,52.0,89.94921211576519,12715.509649136138,3418.334257707967,9297.17539142817,3,6,11,1.9098194051648947,3.672729625317105,9.540186324196819,10.657071523795947,38.10081975503229,6.64455037229653,7.540430587456514,556,5,5,57,14348.764752367633,25,6293.317873845453,32,8055.446878522181,28,29,5.0,52.0,500,120,500,120,0.4588184712901293,2.7948112196286017,4.166666666666667,2.0,20.695816486224185,less_10K,-5.5283500473368985
10238,individual,9,1,32.0,25.0,57.50681907552188,35.66933130034457,57.0,93.17615037586646,4942.487145862281,3104.0116513928624,1838.4754944694184,3,4,4,2.537154561494462,4.451148353499057,50.283172642816524,56.169905816068,77.97750384758123,2.3046589679858434,2.6153945718151106,480,4,10,50,12586.635747690905,28,7048.516018706907,22,5538.119728983998,25,25,23.0,27.0,99,15,300,90,0.23145857846122908,4.374770624706141,6.6,0.5,32.17765068920756,less_10K,17.630118794020262
10239,individual,9,0,11.0,24.0,21.078878632437238,33.15118155756464,35.0,54.23006019000188,5659.35552595064,2706.546438124368,2952.8090878262724,1,3,6,0.9569349815904202,2.7340999474012007,22.777472058555375,25.444067925971513,22.45805392101311,36.446843039053604,41.36094613922231,1143,8,6,116,29200.994934642902,84,21145.548056120722,32,8055.44687852218,58,58,51.0,65.0,999,180,2999,700,1.2695138637103467,1.9015562701843822,5.55,3.0,6.140793756456858,20K_to_30K,3.4903407919882437
10240,corporate,7,1,62.0,40.0,78.68391487120579,65.72543174849636,102.0,144.40934661970215,1326.4054975983472,884.2410381888066,442.1644594095406,5,2,8,1.5911124447106268,1.5599141614810068,52.623129196677084,58.78380490667791,79.94430887530106,25.544715343085766,28.988891968366516,432,3,9,45,11327.972172921814,16,4027.72343926109,29,7300.248733660725,22,23,8.0,37.0,500,120,128,28,-5.746078356976929,4.250412055836057,4.166666666666667,2.0,2.158863114580643,30K_to_50K,0.5261623019274948
10241,corporate,7,0,15.0,130.0,20.713313984832812,222.4449916097152,145.0,243.158305594548,15728.494840850974,3304.9181253567954,12423.576715494179,6,1,10,5.148983149044103,3.5510228614097263,10.225738744049224,11.422882685486602,21.68119519373559,81.8709714314581,92.90957892056365,321,7,2,34,8558.912308429815,7,1762.1290046767267,27,6796.783303753089,17,17,30.0,4.0,500,120,500,120,-3.9044172018521417,5.551084537636392,4.166666666666667,2.0,25.599763738364217,10K_to_20K,-4.080920666338323
10242,individual,3,1,99.0,29.0,124.46768216477459,34.41253682031682,128.0,158.8802189850914,16843.452861660586,1603.630940372902,15239.821921287683,6,4,10,5.489925236104774,4.289004090706855,17.35039832724719,19.381637806260542,2.7633154063125387,70.85067278011378,80.40342088465404,1065,3,5,108,27187.133215012356,63,15859.161042090542,45,11327.972172921814,54,54,65.0,43.0,999,180,2999,700,-1.2333209294448029,6.790934665344757,5.55,3.0,18.27631603912824,10K_to_20K,-9.920852607684854
10243,individual,6,0,5.0,36.0,7.812857790260175,66.72016241507134,41.0,74.53302020533152,1859.3419370084666,767.6361946239059,1091.7057423845608,2,1,4,0.5189403049982793,1.2657080609714126,7.763619699208284,8.67251934148985,75.82290735264822,4.760597629246625,5.402465775233079,1029,2,1,105,26431.935070150903,61,15355.695612182904,44,11076.239457967999,52,53,100.0,5.0,500,120,2999,700,-1.490818186504385,1.3601371477597963,4.166666666666667,2.0,3.026272683933051,20K_to_30K,-6.87134356642803
10244,individual,7,0,18.0,77.0,27.276384991716235,111.77478209026414,95.0,139.05116708198037,9041.948141339823,134.681900107328,8907.266241232495,4,2,11,2.1651268620882917,2.27908090746136,7.814340870679358,8.729178523372594,20.95750844578854,15.11253912653699,17.15015251581079,1087,2,7,111,27942.33135987381,65,16362.626471998177,46,11579.704887875632,55,56,56.0,55.0,999,180,2999,700,-1.0880083559169116,7.222854048144969,5.55,3.0,9.81114164641908,less_10K,-10.50642548816056
10245,corporate,4,0,7.0,12.0,10.528678268824775,15.598642250027476,19.0,26.12732051885225,3428.04090083642,709.5457965454906,2718.4951042909292,1,6,9,0.7842218012071956,4.127483164248398,56.97622804071902,63.64652814442495,92.498426406061,79.9391933160939,90.71734047354941,1129,3,8,115,28949.262219689084,69,17369.55733181345,46,11579.704887875636,57,58,57.0,58.0,2999,700,2999,700,-2.648958882351831,0.430367399906993,4.284285714285715,4.0,2.7897468268525554,less_10K,3.2027806755492403
10246,individual,8,1,169.0,95.0,298.3759126467644,106.67913348650701,264.0,405.0550461332714,3194.25214936608,1218.0839973973727,1976.1681519687074,11,0,,3.7079517374825985,1.4045271732888631,2.9873866929412274,3.3371249338352116,33.854486150267135,60.07482757732972,68.17467578979432,545,7,5,56,14097.032037413814,13,3272.5252943996356,43,10824.506743014179,28,28,39.0,17.0,300,90,999,180,2.189936841345416,10.667969203341187,3.3333333333333335,1.5,6.931970810256251,less_10K,-5.206172625415483
10247,corporate,10,0,91.0,6.0,97.43695536303491,9.2759857066026,97.0,106.71294106963751,9560.356913754847,536.3679949435423,9023.988918811305,4,0,,3.8683553724092845,3.9879952292879217,38.2204465585971,42.69497668125278,83.86849821868451,25.31450020218986,28.72763707633578,285,1,9,30,7551.981448614543,21,5286.387014030181,9,2265.5944345843627,15,15,26.0,4.0,1500,365,300,90,-5.2854275059686255,1.341672887424564,4.109589041095891,3.0,10.373651165098575,50K_above,2.2255267201570037
10248,individual,6,0,8.0,53.0,11.957626285990585,69.8463196092977,61.0,81.80394589528828,42335.15921719056,380.1435830964557,41955.0156340941,3,3,13,1.8731341776188513,3.0707117665882806,69.43790569366804,77.56711475992253,55.6608878334074,64.41157024867012,73.09613853093698,586,8,10,61,15355.695612182904,47,11831.437602829452,14,3524.2580093534525,30,31,34.0,27.0,999,180,500,120,0.9939424978324078,1.1587746230057063,5.55,3.0,45.936587692264055,10K_to_20K,-1.6817525838772598
10249,individual,8,0,77.0,11.0,153.74780443621268,15.648744948642305,88.0,169.39654938485498,10664.841532241177,523.9520116898398,10140.889520551336,4,8,11,3.2728040982061,3.719095566143295,89.03766546255073,99.46145042676667,17.043090677399842,28.444278712775116,32.27940149843684,436,5,7,45,11327.972172921814,27,6796.783303753089,18,4531.188869168725,22,23,40.0,5.0,500,120,300,90,-1.4463278192689704,3.643205537839336,4.166666666666667,2.0,17.358140514715455,less_10K,-1.3400442651502518
10250,corporate,5,0,108.0,15.0,191.65417946920795,22.763201551984526,123.0,214.41738102119248,2421.9159153519204,521.8322870984277,1900.0836282534924,6,6,9,7.984805888341575,6.491712104342744,49.6033451148505,55.410489768710114,65.57044861589607,49.86576534485271,56.58913262829216,1160,8,1,118,29704.460364550538,46,11579.704887875634,72,18124.7554766749,59,59,89.0,29.0,999,180,2999,700,1.476219113404333,2.990005451796929,5.55,3.0,2.6279469567620666,20K_to_30K,-2.5523606771908876
10251,corporate,2,0,22.0,79.0,28.20247563229637,86.02362330743776,101.0,114.22609893973413,3788.093875545767,160.7667860856024,3627.3270894601646,4,3,11,4.6289228344814815,4.5830919153281995,41.77480699629666,46.66545190245911,66.02302181298957,49.472434158142654,56.142768864743175,756,5,2,77,19383.419051443994,28,7048.516018706907,49,12334.903032737087,38,39,21.0,56.0,300,90,999,180,2.101006942309061,4.3762801558651425,3.3333333333333335,1.5,8.220689834083695,less_10K,7.781673529686468
10252,corporate,9,0,59.0,8.0,74.2992854292014,8.799941277987934,67.0,83.09922670718933,30229.740337810734,2898.4819948500426,27331.25834296069,3,3,5,1.1015655822511117,1.6441277347031518,73.04507993088244,81.59658677843935,11.403068170403664,4.922038762668473,5.585673907058409,455,2,9,47,11831.437602829452,30,7551.981448614543,17,4279.456154214909,23,24,10.0,37.0,999,180,500,120,-1.4128759170651257,12.229425771517795,5.55,3.0,32.801367554048106,50K_above,11.494438308153313
10253,individual,8,0,92.0,53.0,147.0181891665879,80.4758019646984,145.0,227.4939911312863,9824.374193434025,3810.3497757313735,6014.024417702652,6,5,6,4.441026052438824,3.0627765878888438,35.485353044223714,39.63968130059349,51.56889132329232,1.3632315049312886,1.547035083130155,477,4,1,49,12334.903032737087,10,2517.3271495381814,39,9817.575883198906,24,25,21.0,28.0,300,90,300,90,-0.13344058270582188,0.68763156700503,3.3333333333333335,1.5,21.320256496167588,10K_to_20K,-4.546507972953884
10254,individual,6,0,5.0,53.0,6.012722632573224,53.3163721260355,58.0,59.329094758608726,1048.3412210275678,658.4457058758496,389.8955151517181,3,5,6,1.474170211882522,2.541672779107796,57.22791131903986,63.92767639533549,94.72637151320517,39.1203369224551,44.39490538766593,841,3,3,86,21649.013486028358,39,9817.575883198906,47,11831.437602829452,43,43,8.0,78.0,2999,700,1500,365,6.6868109040430355,1.8422919533616278,4.284285714285715,4.0,0.8531422697164451,less_10K,10.632160386368255
10255,corporate,8,0,73.0,53.0,80.10962067252088,82.92156677456558,126.0,163.03118744708644,7735.365962568622,2611.4446574971007,5123.921305071522,6,3,9,1.3450103794905681,1.0674685551512446,61.880112931115136,69.12451885083952,8.895390717480133,52.78169586901889,59.8982160851644,645,5,1,66,16614.359186951995,50,12586.635747690905,16,4027.72343926109,33,33,56.0,10.0,1500,365,1500,365,-1.7654714378903462,1.8272896384217017,4.109589041095891,3.0,8.3934092475788,20K_to_30K,-6.074243779049065
10256,individual,8,1,189.0,40.0,322.5999792408216,53.74431793514422,229.0,376.34429717596583,28140.35248008023,294.950435812434,27845.402044267797,10,1,9,4.144611648173541,1.8098740821718518,75.60690044751084,84.45832380841661,30.48754568440666,48.434568895581776,54.964968933524084,525,5,3,54,13593.566607506178,17,4279.456154214908,37,9314.11045329127,27,27,38.0,16.0,99,15,500,120,-0.7346530442867485,7.487788573132507,6.6,0.5,183.205419792189,less_10K,-24.38637771605134
10257,individual,9,1,6.0,2.0,10.364583904402139,2.5927619093781793,8.0,12.957345813780318,5353.503594960856,1200.6183950716256,4152.8851998892305,1,4,13,0.6516541714271162,8.145677142838952,21.48281133846269,23.997839160178668,6.0087069617871025,49.18680940445968,55.818633519455474,466,6,3,49,12334.903032737087,16,4027.72343926109,33,8307.179593475998,24,25,25.0,24.0,999,180,999,180,-0.27719144279291963,3.057889637002056,5.55,3.0,5.808923171615513,30K_to_50K,16.49988571946788
10258,individual,8,0,47.0,6.0,84.92056435506855,7.431675589425697,53.0,92.35223994449424,3674.391615976892,265.3384318410311,3409.0531841358606,2,3,8,1.1002982864617608,2.076034502758039,38.48141374653729,42.98649572424975,60.71564662878889,43.780088795314946,49.68292844165115,382,2,6,40,10069.308598152726,14,3524.2580093534534,26,6545.050588799272,20,20,20.0,20.0,999,180,128,28,1.3091068953507916,2.462944471714668,5.55,3.0,3.9869700694193706,50K_above,5.295154456361302
10259,individual,10,0,178.0,42.0,282.14905250834903,57.834137779664054,220.0,339.9831902880131,33295.73294284074,347.99474213216575,32947.738200708576,9,7,5,12.583238377556672,5.719653807980306,61.23324112476516,68.40191670526988,9.049675595716188,15.08311795644455,17.11676450933126,1060,7,6,108,27187.133215012356,82,20642.082626213087,26,6545.0505887992695,54,54,3.0,105.0,999,180,2999,700,-4.506074776199659,1.5284032016102578,5.55,3.0,36.12818244665879,50K_above,-19.98859031207814
10260,corporate,5,0,56.0,38.0,76.716719432503,41.19857094772432,94.0,117.91529038022732,3693.726711907023,2663.7856226987788,1029.9410892082444,4,4,12,5.093252287154092,5.418353496972438,71.52476512218743,79.89828623122096,16.478582442227797,34.0307487270972,38.61909147167179,374,7,2,39,9817.575883198906,28,7048.516018706907,11,2769.059864491999,19,20,28.0,11.0,128,28,99,15,0.5650885600806965,0.20901889662024545,4.571428571428571,1.0,12.023849973655674,20K_to_30K,0.12515000224453754
10261,individual,8,0,0.0,22.0,0.0,42.74742139506374,22.0,42.74742139506374,7824.211227058206,3627.6451434450214,4196.566083613185,1,4,12,0.36068389512386695,1.6394722505630317,5.0716163543599055,5.665358766901973,75.65097045534151,51.39468082596248,58.324190745612334,388,5,2,41,10321.041313106543,31,7803.714163568362,10,2517.3271495381814,20,21,32.0,9.0,99,15,500,120,2.7640733954132157,1.463140461584937,6.6,0.5,50.938875176160195,10K_to_20K,-1.147371065558545
10262,corporate,3,0,69.0,24.0,128.44143783496776,28.02700416433115,93.0,156.4684419992989,33161.54217427847,3551.2804134489493,29610.261760829515,4,3,14,1.4914186989954437,1.603676020425208,50.40544710241081,56.30649514641733,93.12874400737591,53.01789978730481,60.16626721737437,458,5,7,47,11831.437602829452,13,3272.5252943996356,34,8558.912308429815,23,24,26.0,21.0,300,90,500,120,-1.2716761041000912,5.894962954290799,3.3333333333333335,1.5,71.9651522879307,30K_to_50K,-3.1442185539641203
10263,individual,7,0,28.0,11.0,53.13348360525341,18.50947745462826,39.0,71.64296105988167,10393.13367968061,211.9904198895831,10181.143259791026,2,5,6,1.5451497733855135,3.961922495860291,54.982486163134155,61.41937564788312,82.05787462588434,63.70563693156202,72.29502470399993,991,6,2,101,25425.004210335628,78,19635.151766397812,23,5789.852443937816,50,51,70.0,31.0,500,120,2999,700,0.31677536530625483,0.5244740580907068,4.166666666666667,2.0,16.915907681771827,20K_to_30K,0.15554678205203487
10264,individual,2,0,143.0,76.0,155.48028893678122,125.050313081428,219.0,280.5306020182092,1464.4818065940774,512.6011404348221,951.8806661592553,9,3,10,11.57522411852067,5.285490465077931,57.764104355023875,64.52664242606697,51.992579006687876,54.57368649350036,61.93181958881354,408,2,7,43,10824.506743014179,27,6796.783303753089,16,4027.72343926109,21,22,5.0,38.0,99,15,300,90,-0.49395088057188385,0.4657673004064926,6.6,0.5,9.534386761680192,less_10K,8.427861449330287
10265,individual,3,0,32.0,26.0,36.02227868557162,39.17906078409107,58.0,75.20133946966268,15111.71713998456,1985.2446547607399,13126.47248522382,3,6,8,1.9093024964617742,3.2919008559685765,48.74663401605906,54.45348210190034,6.955741251310121,27.110048675426256,30.76527813107175,254,5,5,27,6796.783303753089,19,4782.921584122544,8,2013.861719630545,13,14,26.0,1.0,99,15,99,15,1.7560207965598147,2.4453407574867807,6.6,0.5,98.38357513010781,10K_to_20K,-10.004086771954174
10266,individual,10,0,148.0,25.0,193.5686202509448,26.241773607383763,173.0,219.81039385832855,1180.053774598296,680.5582278744378,499.4955467238583,7,5,5,9.56274435413937,5.52759789256611,58.60749195782879,65.46876679344734,7.847839171569248,2.750939508118819,3.121846814157314,514,7,5,53,13341.83389255236,34,8558.912308429815,19,4782.921584122545,26,27,41.0,12.0,500,120,999,180,-3.3311640627697163,0.7474106389178095,4.166666666666667,2.0,1.920660440426914,30K_to_50K,-9.248193318243587
10267,individual,3,0,312.0,193.0,317.68628936395334,331.6367983263429,505.0,649.3230876902962,29381.12032822282,100.66401852695445,29280.456309695866,22,2,7,11.446590826637948,2.266651648839198,24.716035278589782,27.609581909373315,94.80865612839482,69.52014379923362,78.89349758468836,719,2,7,73,18376.488191628723,58,14600.497467321451,15,3775.990724307272,36,37,70.0,3.0,300,90,1500,365,1.9103512209547864,5.753403726823014,3.3333333333333335,1.5,63.76111182340022,20K_to_30K,-5.842147621243131
10268,corporate,8,0,13.0,76.0,13.387037085220118,93.56596613559088,89.0,106.953003220811,9006.945261970144,397.63235215250916,8609.312909817634,4,6,7,7.103593388572773,7.9815656051379475,58.40604306599443,65.2437339507215,44.66736145018637,69.05802995647934,78.36907724628297,843,2,10,86,21649.013486028358,55,13845.299322459996,31,7803.714163568362,43,43,22.0,64.0,2999,700,1500,365,-0.6080513370604361,3.1097531442393205,4.284285714285715,4.0,7.3298708186605985,less_10K,6.840261687171959
10269,corporate,4,0,27.0,6.0,53.46274537016732,11.420489589045973,33.0,64.8832349592133,3291.9433645619993,1054.8137137363865,2237.1296508256128,2,1,8,1.1401135138249123,3.454889435833068,48.8931677609645,54.61717079172668,27.206628220829387,33.63605996523536,38.171187092035076,973,8,9,99,24921.538780427993,55,13845.299322459996,44,11076.239457967997,49,50,86.0,13.0,99,15,2999,700,-1.0721613513512998,2.4849482961479485,6.6,0.5,21.431922946367184,30K_to_50K,-10.638971661719893
10270,individual,7,0,176.0,51.0,238.7439739061096,69.5957910909145,227.0,308.3397649970241,2629.6669958211037,82.07254335302814,2547.5944524680754,10,5,14,6.2037719663064514,2.7329391922054853,76.21485331150664,85.13745070746545,88.70502294559638,21.59602770368509,24.507805455637232,527,5,5,55,13845.299322459996,36,9062.377738337453,19,4782.921584122543,27,28,15.0,40.0,99,15,128,28,3.5185759392059683,4.864390490866447,6.6,0.5,17.12022783737698,10K_to_20K,4.700697675995096
10271,individual,8,0,21.0,51.0,28.793733403430934,52.824956302444605,72.0,81.61868970587554,17505.313377273444,5372.252958168217,12133.060419105228,3,6,4,4.436933962187976,6.162408280816633,63.800502143850835,71.26973116621572,53.269657140625014,68.94553557506445,78.2414153238037,490,4,3,51,12838.368462644725,20,5034.654299076363,31,7803.714163568362,25,26,18.0,33.0,300,90,999,180,5.418668850150556,10.396283961998819,3.3333333333333335,1.5,37.98896132220799,less_10K,12.00767723368537
10272,individual,2,0,72.0,38.0,113.10171090647502,53.489107545144215,110.0,166.59081845161924,11841.380648530685,1404.7856676934027,10436.594980837282,5,10,12,5.91274925992165,5.375226599928772,12.259931592342147,13.695221813965519,90.56414073146632,57.31321929780516,65.04072174102654,620,6,2,64,16110.89375704436,16,4027.72343926109,48,12083.17031778327,32,32,13.0,51.0,128,28,500,120,-0.3692017936881693,1.8351355437525205,4.571428571428571,1.0,38.54616096526915,less_10K,2.1550615309116283
10273,individual,8,1,139.0,44.0,213.07845212087295,59.58931300526412,183.0,272.66776512613706,11685.240511473317,1891.8572372828314,9793.383274190486,8,8,9,9.756844809244711,5.331609185379624,80.34488827918511,89.75099561640445,39.53178811954844,30.259933318662508,34.33985958203741,561,3,6,58,14600.497467321451,16,4027.72343926109,42,10572.774028060361,29,29,54.0,4.0,2999,700,500,120,-0.27278023555932784,1.7864713913521109,4.284285714285715,4.0,9.509473072488051,30K_to_50K,1.7486569914080379
10274,individual,9,0,207.0,18.0,401.0200683066166,32.55347553899773,225.0,433.5735438456144,2974.4674059703093,51.47177545883678,2922.9956305114724,10,4,5,7.56264266986422,3.3611745199396537,13.899046069218384,15.52623010061238,6.143862973354541,1.5909344284144287,1.8054390371801121,289,6,5,31,7803.714163568362,13,3272.5252943996356,18,4531.188869168726,15,16,17.0,14.0,999,180,128,28,1.0603969619815232,2.0096113922372427,5.55,3.0,3.227503695714311,30K_to_50K,5.571588347821783
10275,individual,6,0,320.0,4.0,587.7586194273994,4.6185375525292525,324.0,592.3771569799286,23108.52623519624,1495.3031665927285,21613.22306860351,14,4,11,8.626961612569414,2.662642473015251,63.733129236989306,71.19447080307498,29.187871638562267,83.13939355642984,94.34902153940826,361,8,1,38,9565.843168245088,20,5034.654299076363,18,4531.188869168725,19,19,12.0,26.0,99,15,99,15,-2.9209744161481765,0.6015775029209558,6.6,0.5,150.44613434372553,20K_to_30K,-25.95465883898472
10276,individual,7,0,28.0,66.0,29.125245487169746,74.52551036882012,94.0,103.65075585598987,31291.377673233885,1001.6673323636093,30289.710340870275,4,3,11,3.0383565578221097,3.2322942104490524,87.96762759837083,98.26614148161406,20.269605804663794,74.36360580390044,84.39000028281603,1071,4,5,109,27438.865929966174,60,15103.962897229087,49,12334.903032737087,54,55,9.0,100.0,500,120,2999,700,-0.5214162092025063,0.7602094080104832,4.166666666666667,2.0,50.92997668169577,30K_to_50K,-7.3157649535374984
10277,corporate,10,0,142.0,73.0,184.45921145085526,82.48660054769564,215.0,266.9458119985509,3742.029629873461,2318.4010066385367,1423.6286232349246,10,2,11,5.0656476353404924,2.356115179228136,87.15295122629352,97.3560896156506,70.73338644516151,15.108805877265324,17.14591591507464,398,2,8,41,10321.041313106543,23,5789.852443937817,18,4531.188869168726,20,21,6.0,35.0,99,15,128,28,0.9482218022277484,6.143107830871527,6.6,0.5,24.36217206948868,30K_to_50K,5.450384348870371
10278,individual,7,0,1.0,83.0,1.5491310120575563,102.99121187102703,84.0,104.54034288308459,8424.649853737366,1369.5604096389895,7055.089444098377,4,4,6,1.8408297444878519,2.191463981533157,48.480245519727106,54.15590706908093,72.03382186393777,19.265184228716272,21.862695937541467,392,1,2,41,10321.041313106543,9,2265.594434584363,32,8055.44687852218,20,21,11.0,30.0,128,28,500,120,0.18070386712965958,5.959655043785072,4.571428571428571,1.0,27.42399040930132,20K_to_30K,6.026841255687741
10279,individual,5,1,13.0,89.0,15.798612542275905,118.06213024995233,102.0,133.86074279222822,24995.871508005504,1416.2082581340487,23579.663249871457,4,2,10,2.0418312125671845,2.001795306438416,35.47091236668189,39.62355002933886,30.999138249416347,58.52336915885091,66.41403528616591,385,1,5,40,10069.308598152726,14,3524.2580093534534,26,6545.050588799272,20,20,27.0,13.0,300,90,300,90,-0.6756655147438049,5.622428248790334,3.3333333333333335,1.5,54.2445128211925,30K_to_50K,-1.4125272633922235
10280,corporate,8,0,21.0,12.0,27.647228062375405,19.903652162200235,33.0,47.550880224575636,9740.434649405712,1049.2894393317197,8691.145210073992,2,1,12,0.6359000787795658,1.926969935695654,22.147078618232374,24.739873295661752,27.990725206357958,87.60690614267523,99.41888581429201,412,8,8,43,10824.506743014179,9,2265.594434584363,34,8558.912308429815,21,22,7.0,36.0,99,15,99,15,-1.0963995691230795,1.1396778881015517,6.6,0.5,63.41428808206844,50K_above,-9.521590349180663
10281,individual,1,0,134.0,7.0,173.83334219588667,12.296854144226998,141.0,186.13019634011368,635.2401881474077,209.42971653240943,425.8104716149983,6,9,9,9.569940409220134,6.787191779588748,41.25948008037333,46.089794822554595,14.051726206570681,78.97558308263312,89.62380732658607,1053,3,5,107,26935.40050005854,29,7300.2487336607255,78,19635.151766397812,53,54,74.0,33.0,300,90,2999,700,-1.8416503558329058,2.3830954917692164,3.3333333333333335,1.5,1.378559436083784,30K_to_50K,-4.675958054349518
